name,text
Ms HALL ,"Stroke is one of Australia's biggest killers and is the leading cause of disability. One in six people has a stroke in their lifetime. Everyone who has a stroke has someone else who's life has been impacted upon because they have had a stroke. In 2015 there were 50 new and recurrent strokes and 1,000 every week. That equals one stroke every 10 minutes. In 2015 there were almost 440,000 people living with the effects of stroke. That figure is predicted to increase to 709,000 by 2032.
I am quite concerned that we as a nation have not taken strokes seriously enough. We have not dealt with the issue surrounding it. Unless there is some action, this will continue to escalate. In 1996 the Australian health minister named stroke as a national health priority but, since then, very little has happened. In 2016 it is now a national health emergency. There has been the clot-busting drug, and a constituent in my Shortland electorate was one of those responsible for coming up with that drug, but very few people get access to it. Internationally, patients receive thrombolysis within 60 minutes of arriving at hospital. In the UK it is 56 per cent. In the US it is 43 per cent. In Australia it is 26 per cent. So we are not stepping up to the mark. We are not doing a good enough job.
Patient care is another area where we have failed. Of the 30,000 people that have a stroke each year, almost 20,000 leave hospital and do not receive the full benefit from a stroke care unit. Forty-four per cent are discharged without a care plan and one-third are discharged without preventative medicine. I think that is a national disgrace. I think all of us in this parliament should recognise what a big issue it is, and it impacts on each and every one of our electorates. As a government and an opposition, all members need to join together to call for action. Stroke kills more women than breast cancer and more men that prostate cancer, yet still there is very little action.
We have the FAST test—face, arms, speech and time—which looks at the identification of stroke. In addition to that there is very else little around. There is StrokeConnect for stroke survivors and InformMe for stroke health professionals. The telemedicine pilot is very limited. The monitoring of stroke care is not good and we need to improve that. We also need to look at prevention of stroke.
The Stroke Foundation have a proposal that I am very supportive of, and I hope that members in this House will be very supportive of it. We need to cut that increase of 135,000 new strokes each year and see whether we can stop them. It is preventable, but we need to get messages out. A solution is making sure that there is $10 million over four years for the FAST campaign. We know about it. The information is out there but we need to make sure that it gets out to everyone so that people know, very quickly, when they are having a stroke, which is time sensitive. There is also the national rollout of the StrokeConnect program with post hospital support Australia-wide. The InformMe program for health professionals needs to be rolled out and shared as best practice. There needs to be expansion of telemedicine. We also need monitoring of Australia's stroke care and an update of absolute risk cardiovascular prevention guidelines. We need action and it is time for us as a parliament, both sides, to join together to address stroke."
Mr SUKKAR ,"It is with some dismay that I rise today to acknowledge that 2016 marks 15 years since the seeds of the Boycott, Divestment and Sanctions campaign, also known as BDS, began against Israel at the World Conference against Racism held in Durban in 2001. What passes for left-wing thought in our day and age has never been noted for coherent logic or factual accuracy. Nowhere are these leftist moral and intellectual failings more obvious than on the question of Israel in general and on the BDS campaign against the only democracy in the Middle East.
The member for Fremantle, who, I must say, made my day with her recent announcement of her departure from this place, exemplifies the Left's noxious intellectual bankruptcy on matters Middle Eastern. By hitching her wagon to the anti-Israel BDS she exemplified how those who claim the rubric of progressive are actually quite oppressive when it comes to the Jewish people.
Make no mistake, BDS s nothing more than a declaration of economic war against the Jewish people. We have all seen the BDS causes and the anti-Semitic ugliness. We saw this on the streets in mob-scene blockades of Jewish owned businesses in Melbourne. We have also seen BDS in all of its genocidal ugliness when its founder, the Palestinian activist Omar Barghouti, made it clear that the movement would settle for nothing less than the elimination of Israel as we know it.
Barghouti makes no bones about his ultimate objective. He declared in 2014:
Definitely, most definitely we oppose a Jewish state in any part of Palestine. No Palestinian, rational Palestinian, not a sell-out Palestinian, will ever accept a Jewish state in Palestine.
It is clear that all those who support BDS, including the member for Fremantle, would grant the right of national self-determination to the Palestinian people but are determined to deny that right to the Jewish people. Support for the BDS program, at the very time we watch the rest of the Middle East sink into the bloody abyss of interethnic and interfaith conflict, can only be explained by two possibilities. Either the member for Fremantle and her BDS buddies are afflicted by a terminal state of delusion or a more ancient and insidious bigotry lurks beneath their fine words and lofty proclamations.
Proponents of BDS like to claim that they hold the moral high ground, but their uncritical endorsement of Barghouti and others like him puts them in very dubious company indeed. It is a strange bedfellows relationship when feminists and socialists put themselves in league with the sharia-law-advocating Jihadi fanatics of Hamas. In fact, just a few days ago in Gaza a senior Hamas commander, Mahmoud Ishtiwi, was tortured and executed because he was gay. According to the New York Times, the Hamas minister for defence:
…is harsher than other leaders—he wants his army to be pure.
But I guess disagreements over the status of women and gay rights pale by comparison to the fundamental issue that unites the so-called progressive left and the ultraconservative sharia-compliant Islamic right—and that is a mutual hatred of the Jewish state.
The Palestinian constitution declares that a future Palestine will be an explicitly ethnic Arab state whose legal code will be founded upon Islamic sharia law. The Palestinian President, Mahmoud Abbas, has vowed it will be a Jew-free country, declaring he 'won't agree to the presence of one Israeli' within its borders.
I will conclude with a simple observation that BDS is anti-Semitism pure and simple. It is anti-Semitic because it seeks to deny to the Jewish people the same rights of national self-determination that it supports for the Palestinians. BDS is also anti-Semitic because it supports the cause of a Palestinian state ethnically cleansed of Jews. It is for these reasons that BDS has been categorically rejected by the Australian people, who have consigned this movement to the extreme margins of our society."
Ms OWENS ,"Next week is Men's Shed Week, and what a great week that is. Men's sheds are uniquely Australian. A lot of us do not know that. They are everywhere now, by the way. I have two in my electorate, in Parramatta and Granville, and one just across the border in Northmead, to the north. We all have them but they are quite a recent invention. They were first created following a conference on mental health for men in 1995. The first one was opened in Tongala, Victoria on 26 July 1998. Since then, not that many years later, there are well over a thousand.
I remember standing here about three years ago and are saying that there were 700. Now there are well over a thousand and they are growing every day. And they have spread to the rest of the world—New Zealand has about 30, Ireland has over 100 and the Scottish association was formed in 2012 for their men's sheds. It is a great Australian initiative that provides a place for men to come together to talk, share their skills and spend that mysterious shed time that men seem to like—secret men's business. It is a place where men come together to do those secret shed things, and a great thing it is.
Next week I will be heading out to visit mine. I will be visiting the Parramatta men's shed early in the week. In fact, they are having a bit of a get-together on Monday with 10 students from Parramatta High School. Those 10 students and the guys from the men's shed have been making possum boxes for Parramatta High School in conjunction with WIRES and Karabi—which was formerly Toongabbie Community Centres. It is an excellent mentoring program for young people.
I am looking forward to getting out there and having a cup of tea with all the guys and of course their board. Kerry Boyce, who is the president, and Rob Colless, who is the secretary, are two great blokes. Lawrence Flood is the vice president. I have done lots of selfies with these blokes over the years. Ian McHugh is the treasurer. Brett Evans, the safety coordinator, does a great job at the men's shed. Robert McKenzie is a member representative. And of course I will get down to Granville too if I can later in the week and say hello to Bill Tibben, who does an extraordinary job down there as well.
For all the men's sheds around Australia: happy Men's Shed Week for next week. I would expect that all of my colleagues across the parliament will be out picking up some tools and having a cuppa with the blokes next week.
Tomorrow—before next week—is National Ride2School Day. Schools right across my electorate of Parramatta will be encouraging their young students to ride their bikes to school. There was a time, when I was young, when we all did it. Eighty per cent of children rode their bikes to school. I remember us all crowding at the gate—the gate closed at the end of the day—and someone making sure there was no traffic before we all careered out onto the road to make our way home. Hopefully, we went straight home, although I think there were a few local creeks in my area that occupied us on the way, as I am sure they did for many of us back in those days. But not so many children ride to school now, in spite of the health benefits which we all know about and in spite of the pure joy you can have just from being on a bike and knowing how to ride it well.
Tomorrow morning I will be heading down to Darcy Road. I rode to school with them last year. I joined them in a park. It was on the top of the hill, so I had to ride up there to get there, and then we all rode down the hill to the school. But tomorrow they are doing something different. They are rewarding some of the students who have passed their bike training test. Darcy Road has a bike track in its school ground so the children can ride round and round safely in the school ground, and they have training to ensure that they know the road rules and they can ride safely. So I am going to be there to present some certificates. I am hoping that they actually let me do the test too. I understand that some children are doing it tomorrow morning, so I hope I get to do the test too. My staff tell me I want to make sure that I pass it or it could cause a scandal because I ride my bike on the road on a regular basis.
It is going to be an absolute pleasure to join the children at Darcy Road to celebrate one of the great activities not just of childhood but of life, which is riding a bike. I will see you guys at Darcy Road tomorrow."
Mr IRONS ,"I rise today in support of World Plumbing Day, which is coming up next week on 11 March. Last year I spoke about World Plumbing Day in this place, and I am pleased to again raise the awareness of the vital role of plumbing and sanitation in the modern world.
I would also like to acknowledge the former member for Hasluck, Stuart Henry, who is in the chamber. His official role and title now is World Plumbing Council Secretariat. I know he is a great advocate for the WELS and WaterMark programs and represents his association and the master plumbers association extremely well, not only in this place but in industry and all around the world, advocating for the plumbing industry and water.
While I am on this case, I would also like to mention Murray Thomas, who I work closely with in Perth, who is with the Master Plumbers & Gasfitters Association of Western Australia. He works well with the industry and with the parliament in advocating for his industry as well.
I have a bit of a personal connection to plumbing as well. After finishing my apprenticeship as an electrician, I spent six months digging sewers in the Dandenong hills for one of the blokes I played footy with, which was an interesting experience. It got right down to the nitty-gritty of seeing what plumbers do at the lower level of their trade.
Plumbing is something we take for granted in most parts of Australia. It is true that there are still parts of remote Australia without adequate plumbing, and this can be a problem for those very remote communities. Around the globe, poor sanitation is a major cause of disease and impacts life expectancy. According to the World Health Organization, 1.1 billion people do not have access to safe water supplies; 2.6 billion people do not have access to improved sanitation; and 3.1 million children die each year from water related diseases.
When I listen to the debates in this place on poverty, it seems that there is not enough focus on practical things that can be done to tackle poverty overseas. In the past, this has led to misdirected priorities for the foreign aid budget. I can remember that when Kevin Rudd was Prime Minister he used the foreign aid budget to pay for a new parliament house for Granada. It is crazy that we would waste money on something like this for a country high in the human development index rankings. Also former minister Bob Carr spent the foreign aid budget on preserving architectural heritage in Myanmar.
It is great that we talk about all these things but we need to look at the most effective way that we can spend the foreign aid budget. The World Plumbing Association hit the mark when they said:
Attitudes will not necessarily change because of targets, health surveys or editorials and opinions in newspapers, which all too often preach only to the converted. Rather, it is the actions of the professionals working in the areas of health and sanitation which will demonstrate to the community how best to build local services and will educate local communities about the benefits of such an approach.
It is the practical action on the ground that can make a difference. On this note, one of the good initiatives we have seen since the last World Plumbing Day is the international Community Plumbing Challenge, which aims to contribute to improvements to public health in regions where communities are still threatened by a lack of basic sanitation and safe drinking water systems. It is a great initiative run as a partnership between the World Plumbing Council, the International Association of Plumbing and Mechanical Officials and the WorldSkills Foundation. It sees teams of professionals travel to a country or an area with poor sanitation and work to implement solutions. The community based projects address water and sanitation issues identified by community leaders and may involve repairs and maintenance to existing infrastructure, installation of new water and sanitation facilities, and the design of innovative systems aimed at achieving long-term environmental and economic sustainability.
The 2015 challenge took place in Nashik, India, with four teams, including Team Australia, Team Basque, Team India and Team USA. Each team included a plumber; an engineering lead, a water environment technician or architect; a construction lead, a carpenter or bricklayer; and a design lead, a CAD or graphic designer. Works were completed at a local school with the main works including installing new water storage tanks on the school roof, replumbing the water tanks, connecting a new water supply to two toilet areas and a hand-washing area, fixing leaks and completing design work for the other toilets on site.
I commend the organisations and participants for this initiative and hope that the program will continue this year. I am sure that World Plumbing Day 2016 will be a success. I am pleased to once again be able to bring some attention to it in this parliament."
Mr GRAY ,"I would like to speak on the matter of elections and electoral reform. Following the 2013 federal election the government requested the Joint Standing Committee on Electoral Matters report on Senate voting methodologies. Specifically, the report was presented in May 2014 and followed a very substantial process of deliberation both by committee members and within my own party. Some of the public discussion and debate around this issue seems to have forgotten the fact that within my own party very substantial internal debate and discussion took place before we settled unanimously on the recommendations of the joint standing committee that were presented to the government and the parliament in May 2014.
Specifically, the bill currently before the Senate, which my party will continue to vote against, reflects very substantially the recommendations of that report. Indeed, I said publicly several weeks ago that it appeared that the government would legislate consistent with about 70 per cent of those recommendations. I discovered when I saw the legislation that I reckon the figure would be close to 85 per cent of the recommendations. Following amendments that have happened following the recent report of the Joint Standing Committee on Electoral Matters, I guess that we now have about 95 per cent compliance with the original recommendations currently embodied in the existing bill that is in the Senate, which I hope will pass very soon. That will then go to the House of Representatives for further amendments and those amendments will be substantial improvements again to bring that bill up to about 95 per cent compliance with the original Joint Standing Committee on Electoral Matters recommendations. These recommendations are important not just because the report in 2014 was unanimous and attended to serious flaws and behaviours that had grown around Senate elections. It attended to pop-up parties, voter deception and trickery. The important part of the recommendations was to deliver to voters control over their vote, which has, in recent years, been usurped by manipulators.
I am very proud of the democratic heritage of our country. I proudly comment to schoolkids and to colleagues in this place that our country was founded on the sanctity of the ballot. The ballot is the thing. The ballot created our Federation. A fair and free ballot is one of the things that defines the nature of Australian democracy and the nature of the contest that we openly, freely and vigorously engage in every three years, so to have a balloting process that is fair and transparent and a voting process that reflects the will of voters is critically important.
The bill that the House of Representatives will deal with will reflect an amended bill that was pretty darned good, and the amendments that will be put in the House of Representatives will improve that bill even further. I regret I will not vote for that bill. I will not vote for that bill because my party will not vote for that bill. I think that is sad—I have lamented on that matter before—because there is a central importance placed on the integrity of the ballot. The ballot did found our nation—colonies of free people who freely determined to vote to form a Commonwealth. It is an act that inspired not just great patriotism but also great poetry. It is an act that continues to inspire our nation.
I encourage our parliament to vote for the amendments to the Senate voting legislation, to vote in favour of making our Senate voting system more democratic, to vote in favour of giving Australians—all of them—a free and fair vote and to ensure that how we mark our Senate ballot paper is reflected in how that Senate ballot paper is counted. This I believe to be important, and I believe this is reflected not just in the current bill but in the amendment that will be considered by the House in coming days."
Mr NIKOLIC ,"It is my very great pleasure to talk about the 2016 Defence white paper, which will shape the national security landscape for the next two decades. There is no doubt that the 2016 Defence white paper provides greater certainty for Defence and greater certainty for industry, and the long-term relationship between these two groupings, after all, drives the success of future defence capability.
The 2016 Defence white paper also provides greater certainty and assurance for the Australian people that the effects we seek from our Defence Force can be achieved. If we consider what we ask of our Defence Force, that spectrum of tasking—everything from humanitarian assistance and disaster relief on one side of the spectrum through to high-intensity war fighting on the other—we have asked them to further the cause of good governance in the Solomon Islands, we have asked them to rush to the aid of the people of Timor at various stages of the development of that country, and our troops did that job very well. We ask a lot of our Defence Force. On that basis, a reliable funding base is essential to the delivery of the critical defence capabilities needed by our Defence Force to do those and other tasks.
There is an old adage: strategy without resources is illusion. So the funding basis of this white paper, which is fully costed with annual detail and external validation of costings, is very welcome indeed. It is $450 billion in expenditure over the next decade and $30 billion in new money, and we achieve our promise of two per cent of gross domestic product expenditure on defence by 2020-21—three years earlier than was first anticipated. Compare the situation that I have just described to the situation that existed at the time of the 2009 white paper. I just happened to be a member of the Defence Force when the 2009 white paper came out. It was intended to be a grand bargain between government and Defence. The problem is, that grand bargain did not survive first contact with Wayne Swan and Penny Wong, because whenever they said they needed more money the then Minister for Defence, Stephen Smith, would simply ring the till in Defence. He would go to the Defence ATM and pull billions of dollars out of the Defence organisation and give it into consolidated revenue to fix the ever-growing series of black holes that Labor had during that period from 2008 to 2013.
The grand bargain that was formed by Defence at that time was based on two things. Members opposite might scoff at this, but it went something like this: Defence was told by government, 'We will give you three per cent increases in your budget from 2009 to 2017-18. We will provide you with 2.2 per cent increases from 2017-18 to 2030. We will give you some certainty relating to indexation. That is what government will do for you, Defence, but you will have to come up with $20 billion of internal savings over a decade.' The combined effects of those savings in Defence and the certainty that government said they would provide with real increases to the Defence budget would deliver Force 2030—that was the name of the 2009 white paper—to do all of those tasks I have described. Unfortunately, that aspiration, that promise, was never ever reflected in reality. Seventeen billion dollars was cut out of Defence after the 2009 white paper, and 1.56 per cent of GDP is what Defence expenditure fell to—the lowest level since 1938. One hundred and nineteen capability projects were delayed, eight projects were cancelled and others were deeply degraded.
That is why I am so pleased to say that this white paper—its focus on the maritime capabilities our country needs—is both necessary and welcome. Prosperity, after all, relies on stable and secure regions. In the Asian century, in the growth in the Indo-Pacific region, we need to make sure that we accentuate not only the economic and diplomatic dimensions of a national power but also the military dimension of our national power, and make sure that the grand bargain in this white paper is much stronger than the white paper delivered by the Labor Party in 2009. I congratulate the Prime Minister, the Minister of Defence and everyone else involved in delivering this white paper."
Mr MITCHELL ,"The Stronger Communities Program has been underway for almost 12 months. It provides grants of between $5,000 and $20,000 to fund small capital projects in local communities. To receive a grant, the project needs to provide benefit to the community, like improving participation and cohesion or contributing to the vibrancy of the community.
Over the past few weeks, I have had great pleasure in presenting grants to a number of local organisations. Seven out of the 13 applications that were put forward have been approved for funding, which is great news for our communities across McEwen. Six remaining projects are still undergoing assessment, and I am hopeful that the government might get these done.
The Broadford Football Netball Club received $13,000 toward a digital scoreboard for Hammond Reserve. The reserve is used by a number of sporting organisations and community groups: primary and secondary school sports days, cricket clubs and the Broadford football and netball club. The scoreboard building, that the digital scoreboard will be housed in, was built with in-kind support from the Broadford Secondary College VET students working on building construction. These kids got the opportunity to learn their trade through the trade training centre that was funded by the Gillard-Labor government.
Lancefield Bowling Club received $8,000 to go toward refurbishment of the kitchen. The current kitchen is 55 years old, and the improvements will allow the club to offer its facilities to a greater number of community organisations. The Lions Club of Whittlesea has received $20,000 to go towards the upgrade of Whittlesea Lions Park. The park has been there for more than 25 years and, because of the significant growth of the Whittlesea Township, it is time to expand and update those facilities. The Macedon Ranges Further Education Centre received $7,000 towards an upgrade of its 30-year-old facility. The upgrade will provide a larger learning space, which means the centre can offer more programs and activities for the community. The Our Lady of Mount Carmel Tennis Club, also in Sunbury, received $5,000 to assist with replacing the roof of the clubhouse. Everything that club has done has been done by the members and this was the last piece of infrastructure they needed to make the club a modern facility for many people to enjoy.
The Rotary Club of Sunbury received $15,000 towards a storage space and equipment for the Sunbury Community Kitchen. The community kitchen provides food and company to between 100 and 200 people a week who are disadvantaged, sick or lonely on a Monday night. They come together and have a great meal. The social cohesion and mental health aspects cannot be denied. This is an absolutely wonderful place, and I have spoken about them before here. This funding will help provide a coolroom and storage space so that the donated food that they get to help people from various charities can be stored.
Riddells Creek Neighbourhood House received $12,000 that will be used to build a new storage shed. The shed will help the neighbourhood house to expand its current services by enabling more people to attend the courses that it puts on. Along with this, it is opening its doors to other community organisations and providing them with a place to meet and store their equipment. Usually these sorts of things are quite small, but when you look at the Riddells Creek spinners their big spinning wheels are quite substantial, and they need somewhere to make sure they put them away as they knit things for people who are disadvantaged.
These initiatives are a great example of some of the commitment and dedication of the not-for-profit sector in McEwen. Among the remaining six applications under assessment, there are some worthy projects, and I hope the government actually gets on and supports them. These are grants for junior sporting equipment, fire brigade station refurbishment, and new facilities for people living with disabilities, and also a barbecue trailer to assist Scouts with fundraising and equipment for a Men's Shed in Hume.
This is probably a good point to remind everyone that next week is Men's Shed Week. The Men's Shed Network is available to men right across the region, and it has a valuable role in the community, advancing health and wellbeing and contributing to communities in a variety of ways. There are growing problems in men's health. Isolation, loneliness and depression are major issues. Last year in Australia there were 10 million consultations on mental health alone, and the mental health system is straining to cope. There is a tendency for men to ignore their health, and it is difficult for health services to engage them, especially when it comes to preventative health. So the environment of Men's Sheds and the programs offered are a vital link for health professionals and the community. The various Men's Sheds across Australia will be celebrating Men's Shed Week by putting on a showcase of their work and involvement in the community. In McEwen the Men's Sheds are involved in helping other community organisations to fundraise or refurbish facilities. I am looking forward to visiting them next week, seeing some of their work and talking about the wonderful things that they are doing.
What the Stronger Communities Program and initiatives like Men's Sheds continue to reinforce for me is just how important our community organisations and the not-for-profit sector are. So thank you to all of the many involved in Men's Sheds. Keep doing what you are doing, please, because your community needs you more than ever."
Ms HENDERSON ,"I rise to stand arm in arm with 20 industry bodies which are calling on the Turnbull government to amend section 46 of the Competition and Consumer Act. The current provision, which is meant to prohibit a misuse of market power, is simply not working. This is a very powerful group of organisations, representing some one million businesses, employing more than five million people across a broad spectrum of Australian industries. Let me just state who they are: the Australasian Convenience and Petroleum Marketers Association, the Australian Chamber of Commerce and Industry, the Australian Booksellers Association, the Australian Hotels Association, the Australian Retailers Association, Australian Dairy Farmers, the Australian Newsagents' Federation, the hairdressing association, the Commercial Asset Finance Brokers Association, the Convenience and Mixed Business Association, Fresh Markets Australia, the Central Markets Association of Australia, MGA Independent Retailers, Independent Contractors Australia, the Motor Trades Association—the list goes on and on. Of course, last but not least is the National Farmers' Federation.
This alliance notes that it is almost one year since the federal government appointed the Harper panel to review competition policy, and the Harper panel made some very important recommendations about changing this provision. There is no doubt there is a serious deficiency in the competition dynamic in Australia. There is no doubt that we urgently need a practical mechanism to ensure healthy competition in markets comprising business enterprises of all sizes. I am very pleased to say that a review of this section is currently being undertaken by the Assistant Treasurer, and I have also met with the Treasurer on this matter. This is also recognised by the ACCC and the former head of the ACCC, Allan Fels, as an area which does need urgent attention.
We saw that in spades, and perhaps the best, most recent example is the conduct of Coles in December 2014, when it basically held its suppliers to ransom. It was fined many millions of dollars as a result. It engaged in a form of corporate blackmail and it was absolutely disgraceful, when you look at the combined market power of Coles and Woolworths. I spoke to someone on a confidential basis 10 days later who is dealing with Woolworths. Unbelievably, despite the national attention placed on the appalling conduct of Coles, Woolworths was engaging in the same conduct.
The current provision is simply not working, and frankly it is disgraceful that the Labor Party is not supporting a change in this provision. We are seeing the Labor Party saying one thing and doing another. Our government recognises how important small businesses are and we recognise how important competition law is in making sure that they can operate on a level playing field.
This alliance recognises that section 46, as its proposed change—I think the proposal is that a corporation that has a substantial degree of power in the market shall not engage in conduct that has the purpose, effect or likely effect of substantially lessening competition in that or any other market, known as the effects test—moves Australian law closer to international best practice, which prohibits unilateral conduct by a dominant firm that has a harmful effect on competition.
Small business is the engine room of our economy. We have seen right across the farming sector, food processors, agriculture and particularly in regional Australia how important it is to make sure that small business can thrive in the market. We have seen a situation in the market, particularly in the grocery and supermarket sector, where that is simply not happening. We need this change in our law. It is very important to give consumers the choice, to give consumers the right to access the lowest prices and to ensure that we look after small business—something the Labor Party has fundamentally failed to do."
Ms O'NEIL ,"I grew up in a Catholic family and in a Catholic community. I went to a Catholic school for 11 years, I did all my sacraments and I went to church with my mother every Sunday. It is from that standpoint that I want to express the incredible hurt and anger I have felt in the recent days we have seen Cardinal George Pell make his testimony before the Royal Commission into Institutional Responses to Child Sexual Abuse. The extent of betrayal felt by me and, I know, by many other Catholics and many other Australians around this country is deep and profound. We are leaning through the Royal Commission that for decades, instead of the church trying to help people that needed its care, the church was focused on protecting itself, on moving priests around, on sidelining whistleblowers who were drawing conduct to their attention and on ignoring young people who were raising concerns with priests and church leaders.
What is so upsetting about what we are hearing in the royal commission is not just the acts, not just what was done and what was not done but the almost total lack of empathy that is being shown by some church leaders to the survivors, to the people whose lives, in some senses, have been destroyed by things that happened to them while the Catholic church was meant to be their protector. I cannot fathom, watching these testimonies, why church leaders cannot just stand up and say that they are sorry, just acknowledge that incredible pain occurred and that young people were not protected in the way they deserved to be and say that they screwed up, that there are things that can be done to make this better and that we should all work together to do them. But that is not what we have heard, and it is has been incredibly disappointing to see.
Like most members in this House, this affects many people who live in my electorate of Hotham. To the survivors; the people from the Sacred Heart parish in Oakley in my electorate; the survivors who have made their way to Rome; to Julie Stewart who has been so incredibly brave in her testimony before the commission and in the interview that gave on 7.30 last night, I want you to know that there are millions of Australians who are standing with you shoulder to shoulder and thinking of you. For those who are religious, there are people praying for you but there are millions of Australians who are right there with you, who are outraged by the things that have happened on your behalf. I am so sorry that these things happened to you.
I have a community just to the south of my electorate on a border that I share with the member for Isaacs who are grappling with a difficulty of this nature at the moment. Media reports of the royal commission have uncovered that the priest who services two parishes and two primary schools just outside my electorate was actually a perpetrator of sexual abuse when he was a seminarian. There were no children involved in the incident, but he was found by the church to have sexually abused another seminarian.
There is a group of parents and parishioners in this community who have been asking for months to meet with the Roman Catholic Archdiocese of Melbourne. They have written to Archbishop Denis Hart and, would you believe, the archbishop has not responded to their letters. This community of people approached the member for Isaacs and me, so we wrote to Archbishop Denis Hart. What do you think happened? The archbishop has not responded to our letter either.
I call on the archbishop: please. As a member of parliament, I do not think it is appropriate for me to take a position on what should happen to this priest. That is a matter for the archdiocese and for that Catholic congregation but, at the very least, you owe these people a conversation. I would ask you, please to meet to meet with those people and, if you are not willing to do that, at least respond to their letter.
I want to say a final word on the royal commission. I am very proud that Prime Minister Julia Gillard initiated this royal commission—and I note that, in setting this up, this goes well beyond the conduct of the Catholic Church, which happens to be in the media at the moment because of the current personnel before the commission. However, setting up that royal commission was a fine act, and I think that former Prime Minister Julia Gillard deserves due credit for doing so.
Some Australians might not be aware that the commission has actually already recommended a national redress scheme for survivors, despite the fact that the commission is going to run on for another 18 months or so. Labor has adopted that as Labor policy When in government, we will introduce a national redress scheme and we call on those on the other side of the House to do so too. It is not going to make everything better for the people who are victims of this. We cannot give those people back the safe childhood that they deserved, but I think it would say to all those people that, as Australians, we unite in saying that was —(Time expired)"
Mr HOGAN ,"On Saturday, 12 March the Lismore CBD is going to be transformed into a street themed strip with market stalls, a beer garden, music stages, cooking demonstrations with celebrity guest chefs and a dedicated children's entertainment area for the annual Eat the Street Food Festival.
Last year's festival saw hundreds of people enjoying the smells and tastes of exotic foods served up by local restaurants and chefs at the inaugural Eat the Street Food Festival. Lismore local council blocks off Magellan Street to traffic to create a vibrant, bustling food strip with cooking demos, exhibitions and the sound of music filling the air.
This year will see the second year of the food festival, which has become a highlight on the food calendar. It will run from midday to 8 pm on Magellan Street, Carrington Street and through the Back Alley Gallery. This will once again give many of our local businesses the chance to provide great experiences for many of the tourists who also come to our region for this event.
I would like to inform the House of the annual Page International Women's Day event that was held in Lismore last Friday. Over 400 people attended the International Women's Day lunch in Lismore last week. The guest speaker was the 2013 Australian of the Year and trailblazing media editor Ita Buttrose. With a guest as remarkable as Ita, it was no wonder the event took on a life of its own, receiving lots of support—in fact the whole community became involved with local businesses generously donating prizes, decorations for the auditorium at the Lismore Workers Club and the Northern Rivers Conservatorium donated musicians, who played as the guests arrived. As a regional MP, it was great to give access to people in our community to such a motivational and inspirational woman. Proceeds from the luncheon were donated to Alzheimer's Australia. As I said, it was the second International Women's Day lunch, which was hosted by my wife, Karen, after last year's successful event.
I would like to welcome new communities into the electorate of Page. As we know, there has been a redistribution in New South Wales. Some communities we have lost, and others we have gained. I would like to welcome to Page just some of the communities and the surrounds of these communities: Brooms Head, Glenreagh, Glenugie, Gulmarrad, Maclean, Minnie Water, Townsend, Tucabia, Tyndale, Ulmarra, Wooli, Arrawarra, Corindi, Emerald Beach, Nana Glen, Sapphire Beach, Woolgoolga, Bexhill, Clunes, Corndale, Dunoon, Modanville, Nimbin, Rosebank and The Channon. These are just some of the communities that have moved into Page.
Obviously, the part of the Lismore local council area that was not in Page has been moved in, and I have mentioned many of the communities there. Also, the whole of the Clarence Valley Council area will now be in Page because places like Maclean and others that I mentioned were not. So now the whole of the Clarence Valley Council area will be in my electorate, which makes sense. Also, I am picking up some of the area north of Coffs Harbour, as I mentioned, like Woolgoolga and others, which I will have the privilege of representing in this chamber."
The DEPUTY SPEAKER ,"I thank the member for Page. I must just add, on a personal note, it is great to hear Corindi being mentioned, the birthplace of my father. It is very dear to our family's heart."
Mr HOGAN,That is lovely to hear.
The DEPUTY SPEAKER,"Hear, hear! to the people of Corindi."
