name,text
NA,"Mr Albanese
to move:That, in accordance with section 242 of the
Australian Securities and Investments Commission Act 2001, matters relating to the powers and proceedings of the Parliamentary Joint Committee on Corporations and Financial Services shall be as follows:That the committee consist of 10 members, 3 Members of the House of Representatives to be nominated by the Government Whip or Whips, 2 Members of the House of Representatives to be nominated by the Opposition Whip or Whips or by any non-aligned Member, 2 Senators to be nominated by the Leader of the Government in the Senate, 2 Senators to be nominated by the Leader of the Opposition in the Senate and 1 Senator to be nominated by any minority group or groups or independent Senator or independent Senators.That every nomination of a member of the committee be notified in writing to the President of the Senate and the Speaker of the House of Representatives.That the committee elect a Government member as its chair.That the committee elect a non-Government member as its deputy chair who shall act as chair of the committee at any time when the chair is not present at a meeting of the committee, and at any time when the chair and deputy chair are not present at a meeting of the committee the members present shall elect another member to act as chair at that meeting.That, in the event of an equally divided vote, the chair, or the deputy chair when acting as chair, have a casting vote.That 3 members of the committee constitute a quorum of the committee, provided that in a deliberative meeting the quorum shall include 1 Government member of either House and 1 non-Government member of either House.That the committee have power to appoint subcommittees consisting of 3 or more of its members and to refer to any subcommittee any matter which the committee is empowered to examine.That the committee appoint the chair of each subcommittee who shall have a casting vote only, and at any time when the chair of a subcommittee is not present at a meeting of the subcommittee the members of the subcommittee present shall elect another member of that subcommittee to act as chair at that meeting.That 2 members of a subcommittee constitute a quorum of that subcommittee, provided that in a deliberative meeting the quorum shall include 1 Government member of either House and 1 non-Government member of either House.That members of the committee who are not members of a subcommittee may participate in the proceedings of that subcommittee but shall not vote, move any motion or be counted for the purpose of a quorum.That the committee or any subcommittee have power to call for witnesses to attend and for documents to be produced.That the committee or any subcommittee may conduct proceedings at any place it sees fit.That a subcommittee have power to adjourn from time to time and to sit during any adjournment of the Senate and the House of Representatives.That the committee may report from time to time.That the committee or any subcommittee have power to consider and make use of the evidence and records of the Joint Committees on Corporations and Financial Services and Corporations and Securities appointed during previous Parliaments.That the provisions of this resolution, so far as they are inconsistent with the standing orders, have effect notwithstanding anything contained in the standing orders.That a message be sent to the Senate acquainting it of this resolution and requesting that it concur and take action accordingly."
NA,"Mr Albanese
to move:That a Joint Select Committee on Cyber Safety be appointed to inquire into and report on:                                             
the online environment in which Australian children currently engage, including key physical points of access (schools, libraries, internet cafes, homes, mobiles) and stakeholders controlling or able to influence that engagement (governments, parents, teachers, traders, internet service providers, content service providers);the nature, prevalence, implications of and level of risk associated with cyber-safety threats, such as:-
 

abuse of children online (cyber-bullying, cyber-stalking and sexual grooming);-
 

exposure to illegal and inappropriate content;-
 

inappropriate social and health behaviours in an online environment (e.g. technology addiction, online promotion of anorexia, drug usage, underage drinking and smoking);-
 

identity theft; and-
 

breaches of privacy;Australian and international responses to current cyber-safety threats (education, filtering, regulation, enforcement) their effectiveness and costs to stakeholders, including business;opportunities for cooperation across Australian stakeholders and with international stakeholders in dealing with cyber-safety issues;examining the need to ensure that the opportunities presented by, and economic benefits of, new technologies are maximised;ways to support schools to change their culture to reduce the incidence and harmful effects of cyber-bullying including by:-
 

increasing awareness of cyber-safety good practice;-
 

encouraging schools to work with the broader school community, especially parents, to develop consistent, whole school approaches; and-
 

analysing best practice approaches to training and professional development programs and resources that are available to enable school staff to effectively respond to cyber-bullying.analysing information on achieving and continuing world’s best practice safeguards; andthe merit of establishing an Online Ombudsman to investigate, advocate and act on cyber-safety issues.Such other matters relating to cyber-safety referred by the Minister for Broadband, Communications and the Digital Economy or either House.That the committee consist of 12 members, 4 Members of the House of Representatives to be nominated by the Government Whip or Whips, 2 Members of the House of Representatives to be nominated by the Opposition Whip or Whips and 1 by any non-aligned Member, 2 Senators to be nominated by the Leader of the Government in the Senate, and 2 Senators to be nominated by the Leader of the Opposition in the Senate and 1 Senator to be nominated by any minority group or groups or independent Senator or independent Senators.That every nomination of a member of the committee be notified in writing to the President of the Senate and the Speaker of the House of Representatives.That the members of the committee hold office as a joint select committee until the House of Representatives is dissolved or expires by effluxion of time.That the committee elect a Government member as its chair.That the committee elect a non-Government member as its deputy chair who shall act as chair of the committee at any time when the chair is not present at a meeting of the committee, and at any time when the chair and deputy chair are not present at a meeting of the committee the members present shall elect another member to act as chair at that meeting.That, in the event of an equally divided vote, the chair, or the deputy chair when acting as chair, have a casting vote.That 3 members of the committee constitute a quorum of the committee provided that in a deliberative meeting the quorum shall include 1 Government member of either House and 1 non-Government member of either House.That the committee have power to appoint subcommittees consisting of 3 or more of its members and to refer to any subcommittee any matter which the committee is empowered to examine.That the committee appoint the chair of each subcommittee who shall have a casting vote only and at any time when the chair of a subcommittee is not present at a meeting of the subcommittee the members of the subcommittee present shall elect another member of that subcommittee to act as chair at that meeting.That 2 members of a subcommittee constitute the quorum of that subcommittee, provided that in a deliberative meeting the quorum shall include 1 Government member of either House and 1 non-Government member of either House.That members of the committee who are not members of a subcommittee may participate in the proceedings of that subcommittee but shall not vote, move any motion or be counted for the purpose of a quorum.That the committee or any subcommittee have power to call for witnesses to attend and for documents to be produced.That the committee or any subcommittee have the power to consider and make use of the evidence and records of the former Joint Select Committee on Cyber-Safety appointed during the previous parliament.That the committee or any subcommittee may conduct proceedings at any place it sees fit.That the committee or any subcommittee have power to adjourn from time to time and to sit during any adjournment of the Senate and the House of Representatives.That the committee may report from time to time but that it present its final report no later than 30 April 2012.That the provisions of this resolution, so far as they are inconsistent with the standing orders, have effect notwithstanding anything contained in the standing orders.That a message be sent to the Senate acquainting it of this resolution and requesting that it concur and take action accordingly."
NA,"Mr Albanese
to move:That a Joint Standing Committee on Electoral Matters be appointed to inquire into and report on such matters relating to electoral laws and practices and their administration as may be referred to it by either House of the Parliament or a Minister.That annual reports of government departments and authorities tabled in the House shall stand referred to the committee for any inquiry the committee may wish to make. Reports shall stand referred to the committee in accordance with a schedule tabled by the Speaker to record the areas of responsibility of each committee, provided that:any question concerning responsibility for a report or a part of a report shall be determined by the Speaker; andthe period during which an inquiry concerning an annual report may be commenced by a committee shall end on the day on which the next annual report of that Department or authority is presented to the House.That the committee consist of 10 members, 3 Members of the House of Representatives to be nominated by the Government Whip or Whips, 2 Members of the House of Representatives to be nominated by the Opposition Whip or Whips or by any non-aligned Member, 2 Senators to be nominated by the Leader of the Government in the Senate, 2 Senators to be nominated by the Leader of the Opposition in the Senate and 1 Senator to be nominated by any minority group or groups or independent Senator or independent Senators.That every nomination of a member of the committee be notified in writing to the President of the Senate and the Speaker of the House of Representatives.That the members of the committee hold office as a joint standing committee until the House of Representatives is dissolved or expires by effluxion of time.That the committee elect a Government member as its chair.That the committee elect a non-Government member as its deputy chair who shall act as chair of the committee at any time when the chair is not present at a meeting of the committee, and at any time when the chair and deputy chair are not present at a meeting of the committee the members present shall elect another member to act as chair at that meeting.That, in the event of an equally divided vote, the chair, or the deputy chair when acting as chair, have a casting vote.That 3 members of the committee constitute a quorum of the committee, provided that in a deliberative meeting the quorum shall include 1 Government member of either House and 1 non-Government member of either House.That the committee have power to appoint subcommittees consisting of 3 or more of its members and to refer to any subcommittee any matter which the committee is empowered to examine.That the committee appoint the chair of each subcommittee who shall have a casting vote only and at any time when the chair of a subcommittee is not present at a meeting of the subcommittee the members of the subcommittee present shall elect another member of that subcommittee to act as chair at that meeting.That 2 members of a subcommittee constitute a quorum of that subcommittee, provided that in a deliberative meeting the quorum shall include 1 Government member of either House and 1 non-Government member of either House.That members of the committee who are not members of a subcommittee may participate in the proceedings of that subcommittee but shall not vote, move any motion or be counted for the purpose of a quorum.That the committee or any subcommittee have power to call for witnesses to attend and for documents to be produced.That the committee or any subcommittee may conduct proceedings at any place it sees fit.That a subcommittee have power to adjourn from time to time and to sit during any adjournment of the Senate and the House of Representatives.That the committee may report from time to time.That the committee or any subcommittee have power to consider and make use of:submissions lodged with the Clerk of the Senate in response to public advertisements placed in accordance with the resolution of the Senate of 26 November 1981 relating to a proposed Joint Select Committee on the Electoral System; andthe evidence and records of the Joint Committees on Electoral Reform and Electoral Matters appointed during previous Parliaments.That the provisions of this resolution, so far as they are inconsistent with the standing orders, have effect notwithstanding anything contained in the standing orders.That a message be sent to the Senate acquainting it of this resolution and requesting that it concur and take action accordingly."
NA,"Mr Albanese
to move:That a Joint Standing Committee on Foreign Affairs, Defence and Trade be appointed to inquire into and report on such matters relating to foreign affairs, defence and trade as may be referred to it by:That annual reports of government departments and authorities tabled in the House shall stand referred to the committee for any inquiry the committee may wish to make. Reports shall stand referred to the committee in accordance with a schedule tabled by the Speaker to record the areas of responsibility of each committee, provided that:any question concerning responsibility for a report or a part of a report shall be determined by the Speaker; andthe period during which an inquiry concerning an annual report may be commenced by a committee shall end on the day on which the next annual report of that Department or authority is presented to the House.That the committee consist of 34 members, 13 Members of the House of Representatives to be nominated by the Government Whip or Whips, 9 Members of the House of Representatives to be nominated by the Opposition Whip or Whips or by any non-aligned Member, 5 Senators to be nominated by the Leader of the Government in the Senate, 5 Senators to be nominated by the Leader of the Opposition in the Senate and 2 Senators to be nominated by any minority group or groups or independent Senator or independent Senators.That every nomination of a member of the committee be notified in writing to the President of the Senate and the Speaker of the House of Representatives.That the members of the committee hold office as a joint standing committee until the House of Representatives is dissolved or expires by effluxion of time.That the committee elect a Government member as its chair.That the committee elect a non-Government member as its deputy chair who shall act as chair of the committee at any time when the chair is not present at a meeting of the committee and at any time when the chair and deputy chair are not present at a meeting of the committee the members present shall elect another member to act as chair at that meeting.That in the event of an equally divided vote, the chair, or the deputy chair when acting as chair, have a casting vote.That 6 members of the committee constitute a quorum of the committee, provided that in a deliberative meeting the quorum shall include 1 Government member of either House and 1 non-Government member of either House.That the committee have power to appoint subcommittees consisting of 3 or more of its members and to refer to any subcommittee any matter which the committee is empowered to examine.That, in addition to the members appointed pursuant to paragraph (9), the chair and deputy chair of the committee be ex officio members of each subcommittee appointed.That the committee appoint the chair of each subcommittee who shall have a casting vote only, and at any time when the chair of a subcommittee is not present at a meeting of the subcommittee the members of the subcommittee present shall elect another member of that subcommittee to act as chair at that meeting.That 2 members of a subcommittee constitute the quorum of that subcommittee, provided that in a deliberative meeting the quorum shall include 1 Government member of either House and 1 non-Government member of either House.That members of the committee who are not members of a subcommittee may participate in the proceedings of that subcommittee but shall not vote, move any motion or be counted for the purpose of a quorum.That the committee or any subcommittee have power to call for witnesses to attend and for documents to be produced.That the committee or any subcommittee may conduct proceedings at any place it sees fit.That a subcommittee have power to adjourn from time to time and to sit during any adjournment of the Senate and the House of Representatives.That the committee may report from time to time.That the committee or any subcommittee have power to consider and make use of the evidence and records of the Joint Committees on Foreign Affairs and Defence and Foreign Affairs, Defence and Trade appointed during previous Parliaments.That the provisions of this resolution, so far as they are inconsistent with the standing orders, have effect notwithstanding anything contained in the standing orders.That a message be sent to the Senate acquainting it of this resolution and requesting that it concur and take action accordingly."
"Mr Albanese
to move:That a Joint Select Committee on Gambling Reform be appointed to:Inquire into and report on:The Productivity Commission report on gambling, released in June 2010, including a national response to the full set of its recommendations;The design and implementation of a best practice full pre-commitment scheme – that is uniform across all States and Territories and machines","consistent with the recommendations and findings of the Productivity Commission;Legal advice commissioned and received by the Commonwealth by 1 February 2011 regarding the Commonwealth’s constitutional competence and prospects for successfully legislating in this area, including the reasoning supporting the legal advice and financial and other consequences flowing from it;Any gambling-related legislation that has been tabled in either House, either as a first reading or exposure draft;Appropriate terms of reference, to be set by no later than 30 June 2013, of a further Productivity Commission Inquiry to examine the impact of pre-commitment schemes on problem gambling and to determine what further harm minimisation measures may be necessary;Monitoring the impact of reforms to address problem gambling; andSuch other matters relating to gambling referred by either House.Make recommendations to the Minister for Families, Housing, Community Services and Indigenous Affairs and the Assistant Treasurer, to inform any position that the Commonwealth will take to the COAG Select Council on Gambling Reform.That the committee consist of 10 members, 3 Members of the House of Representatives to be nominated by the Government Whip or Whips, 2 Members of the House of Representatives to be nominated by the Opposition Whip or Whips, and one non-aligned Member, 2 Senators to be nominated by the Leader of the Government in the Senate, one Senator to be nominated by the Leader of the Opposition in the Senate, and one Senator to be nominated by any minority group or groups or independent Senator or independent Senators.That participating members may be appointed to the committee. Participating members may participate in hearings of evidence and deliberations of the committee, and have all the rights of a member of the committee, but may not vote on any questions before the committee.That every nomination of a member of the committee be notified in writing to the President of the Senate and the Speaker of the House of Representatives.That the members of the committee hold office as a joint select committee until the House of Representatives is dissolved or expires by effluxion of time.That the committee elect a non-aligned member as its chair.That the committee elect a member as its deputy chair who shall act as chair of the committee at any time when the chair is not present at a meeting of the committee, and at any time when the chair and deputy chair are not present at a meeting of the committee the members present shall elect another member to act as chair at that meeting.That, in the event of an equally divided vote, the chair, or the deputy chair when acting as chair, have a casting vote.That 3 members of the committee constitute a quorum of the committee provided that in a deliberative meeting the quorum shall include 1 Government member of either House and 1 non-Government member of either House.That the committee have power to appoint subcommittees consisting of 3 or more of its members and to refer to any subcommittee any matter which the committee is empowered to examine.That the committee appoint the chair of each subcommittee who shall have a casting vote only and at any time when the chair of a subcommittee is not present at a meeting of the subcommittee the members of the subcommittee present shall elect another member of that subcommittee to act as chair at that meeting.That 2 members of a subcommittee constitute the quorum of that subcommittee, provided that in a deliberative meeting the quorum shall include 1 Government member of either House and 1 non-Government member of either House.That members of the committee who are not members of a subcommittee may participate in the proceedings of that subcommittee but shall not vote, move any motion or be counted for the purpose of a quorum.That the committee or any subcommittee have power to call for witnesses to attend and for documents to be produced.That the committee or any subcommittee may conduct proceedings at any place it sees fit.That the committee or any subcommittee have power to adjourn from time to time and to sit during any adjournment of the Senate and the House of Representatives.That the committee may report from time to time but that it present its final report no later than 30 June 2013.That the provisions of this resolution, so far as they are inconsistent with the standing orders, have effect notwithstanding anything contained in the standing orders.That a message be sent to the Senate acquainting it of this resolution and requesting that it concur and take action accordingly."
NA,"Mr Albanese
to move:That, in accordance with sections 213 and 214 of the
Law Enforcement Integrity Commissioner Act 2006, matters relating to the powers and proceedings of the Parliamentary Joint Committee on the Australian Commission for Law Enforcement Integrity shall be as follows:That the committee consist of 10 members, 3 Members of the House of Representatives to be nominated by the Government Whip or Whips, 2 Members of the House of Representatives to be nominated by the Opposition Whip or Whips or by any non-aligned Member, 2 Senators to be nominated by the Leader of the Government in the Senate, 2 Senators to be nominated by the Leader of the Opposition in the Senate and 1 Senator to be nominated by any minority group or groups or independent Senator or independent Senators.That every nomination of a member of the committee be notified in writing to the President of the Senate and the Speaker of the House of Representatives.That the committee elect a Government member as its chair.That the committee elect a non-Government member as its deputy chair who shall act as chair of the committee at any time when the chair is not present at a meeting of the committee, and at any time when the chair and deputy chair are not present at a meeting of the committee the members present shall elect another member to act as chair at that meeting.That, in the event of an equally divided vote, the chair, or the deputy chair when acting as chair, have a casting vote.That 3 members of the committee constitute a quorum of the committee, provided that in a deliberative meeting the quorum shall include 1 Government member of either House and 1 non-Government member of either House.That the committee have power to appoint subcommittees consisting of 3 or more of its members and to refer to any subcommittee any matter which the committee is empowered to examine.That the committee appoint the chair of each subcommittee who shall have a casting vote only and at any time when the chair of a subcommittee is not present at a meeting of the subcommittee the members of the subcommittee present shall elect another member of that subcommittee to act as chair at that meeting.That 2 members of a subcommittee constitute a quorum of that subcommittee, provided that in a deliberative meeting the quorum shall include 1 Government member of either House and 1 non-Government member of either House.That members of the committee who are not members of a subcommittee may participate in the proceedings of that subcommittee but shall not vote, move any motion or be counted for the purpose of a quorum.That the committee or any subcommittee have power to call for witnesses to attend and for documents to be produced.That the committee or any subcommittee may conduct proceedings at any place it sees fit.That a subcommittee have power to adjourn from time to time and to sit during any adjournment of the Senate and the House of Representatives.That the committee may report from time to time.That the committee or any subcommittee have power to consider and make use of the evidence and records of the Joint Committees on the Australian Commission for Law Enforcement Integrity appointed during previous Parliaments.That, in carrying out its duties, the committee or any subcommittee ensure that the operational methods and results of investigations of law enforcement agencies, as far as possible, be protected from disclosure where that would be against the public interest.That the provisions of this resolution, so far as they are inconsistent with the standing orders, have effect notwithstanding anything contained in the standing orders.That a message be sent to the Senate acquainting it of this resolution and requesting that it concur and take action accordingly."
NA,"Mr Albanese
to move:That a Joint Standing Committee on the Parliamentary Library be appointed to:consider and report to the President of the Senate and the Speaker of the House of Representatives on any matters relating to the Parliamentary Library referred to it by the President or the Speaker;provide advice to the President and the Speaker on matters relating to the Parliamentary Library;provide advice to the President and the Speaker on an annual resource agreement between the Parliamentary Librarian and the Secretary of the Department of Parliamentary Services; andreceive advice and reports, including an annual report, directly from the Parliamentary Librarian on matters relating to the Parliamentary Library.That the Committee consist of 13 members, 4 Members of the House of Representatives nominated by the Government whip or whips, 3 Members of the House of Representatives nominated by the Opposition whip or whips or by any non-aligned Member, 3 Senators nominated by the Leader of the Government in the Senate, 2 Senators nominated by the Leader of the Opposition in the Senate and 1 Senator nominated by minority groups or independent Senators.That every nomination of a member of the committee be notified in writing to the President and the Speaker.That the nomination by the minority groups and independent Senators shall be determined by agreement between them, and, in the absence of agreement duly notified to the President, any question of the representation on the committee shall be determined by the Senate.That the members of the committee hold office as a joint standing committee until the House of Representatives is dissolved or expires by effluxion of time.That the committee shall elect 2 of its members to be joint chairs, 1 being a Senator or Member, on an alternating basis each Parliament, who is a member of the government parties and 1 being a Senator or Member, on an alternating basis each Parliament, who is a member of the non-government parties, provided that the joint chairs may not be members of the same House. The joint chair nominated by the government parties shall chair meetings of the committee, and the joint chair nominated by the non-government parties shall take the chair whenever the other joint chair is not present.That each of the joint chairs shall have a deliberative vote only, regardless of who is chairing the meeting.That when votes on a question before the committee are equally divided, the question shall be resolved in the negative.That three members of the committee shall constitute a quorum of the committee, but in a deliberative meeting a quorum shall include 1 member of each House of the government parties and 1 member of either House of the non-government parties.That the committee may appoint subcommittees, consisting of 3 or more of its members, and refer to any such subcommittee any of the matters which the committee is empowered to consider.That the quorum of a subcommittee shall be 2 members.That the committee shall appoint the chair of each subcommittee, who shall have a deliberative vote only, and at any time when the chair of a subcommittee is not present at a meeting of the subcommittee the members of the subcommittee present shall elect another member of that subcommittee to act as chair at that meeting.That members of the committee who are not members of a subcommittee may participate in the proceedings of that subcommittee, but shall not vote, move any motion or be counted for the purpose of a quorum.That the committee and any subcommittee shall have power to meet in private or public session and to report from time to time.That the President and the Speaker may attend any meeting of the committee or a subcommittee as they see fit, but shall not be members of the committee or subcommittee and may not vote, move any motion or be counted for the purpose of a quorum.That the committee or any subcommittee have power to consider and make use of the evidence and records of the Joint Committee on the Parliamentary Library appointed during previous Parliaments.That the provisions of this resolution, so far as they are inconsistent with the standing orders, have effect notwithstanding anything contained in the standing orders.That a message be sent to the Senate acquainting it of this resolution and requesting that it concur and take action accordingly.
"
NA,"Mr Albanese
to move:That a Joint Standing Committee on Migration be appointed to inquire into and report on:That annual reports of government departments and authorities tabled in the House shall stand referred to the committee for any inquiry the committee may wish to make. Reports shall stand referred to the committee in accordance with a schedule tabled by the Speaker to record the areas of responsibility of each committee, provided that:any question concerning responsibility for a report or a part of a report shall be determined by the Speaker; andthe period during which an inquiry concerning an annual report may be commenced by a committee shall end on the day on which the next annual report of that Department or authority is presented to the House.That the committee consist of 10 members, 3 Members of the House of Representatives to be nominated by the Government Whip or Whips, 3 Members of the House of Representatives to be nominated by the Opposition Whip or Whips or by any non-aligned Member, 2 Senators to be nominated by the Leader of the Government in the Senate, 1 Senator to be nominated by the Leader of the Opposition in the Senate and 1 Senator to be nominated by any minority group or groups or independent Senator or independent Senators.That every nomination of a member of the committee be notified in writing to the President of the Senate and the Speaker of the House of Representatives.That the members of the committee hold office as a joint standing committee until the House of Representatives is dissolved or expires by effluxion of time.That the committee elect a Government member as its chair.That the committee elect a non-Government member as its deputy chair who shall act as chair of the committee at any time when the chair is not present at a meeting of the committee, and at any time when the chair and deputy chair are not present at a meeting of the committee the members present shall elect another member to act as chair at that meeting.That, in the event of an equally divided vote, the chair, or the deputy chair when acting as chair, have a casting vote.That 3 members of the committee constitute a quorum of the committee, provided that in a deliberative meeting the quorum shall include 1 Government member of either House and 1 non-Government member of either House.That the committee have power to appoint subcommittees consisting of 3 or more of its members and to refer to any subcommittee any matter which the committee is empowered to examine.That the committee appoint the chair of each subcommittee who shall have a casting vote only and at any time when the chair of a subcommittee is not present at a meeting of the subcommittee the members of the subcommittee present shall elect another member of that subcommittee to act as chair at that meeting.That 2 members of a subcommittee constitute the quorum of that subcommittee, provided that in a deliberative meeting the quorum shall include 1 Government member of either House and 1 non-Government member of either House.That members of the committee who are not members of a subcommittee may participate in the proceedings of that subcommittee but shall not vote, move any motion or be counted for the purpose of a quorum.That the committee or any subcommittee have power to call for witnesses to attend and for documents to be produced.That the committee or any subcommittee may conduct proceedings at any place it sees fit.That a subcommittee have power to adjourn from time to time and to sit during any adjournment of the Senate and the House of Representatives.That the committee may report from time to time.That the committee or any subcommittee have power to consider and make use of the evidence and records of the Joint Committees on Migration Regulations and the Joint Standing Committees on Migration appointed during previous Parliaments.That the provisions of this resolution, so far as they are inconsistent with the standing orders, have effect notwithstanding anything contained in the standing orders.That a message be sent to the Senate acquainting it of this resolution and requesting that it concur and take action accordingly."
NA,"Mr Albanese
to move:That a Joint Standing Committee on the National Capital and External Territories be appointed to inquire into and report on:matters coming within the terms of section 5 of the
Parliament Act 1974
as may be referred to it by:either House of the Parliament; orthe Minister responsible for administering the
Parliament Act 1974; orthe President of the Senate and the Speaker of the House of Representatives;such other matters relating to the parliamentary zone as may be referred to it by the President of the Senate and the Speaker of the House of Representatives;such amendments to the National Capital Plan as are referred to it by a Minister responsible for administering the
Australian Capital Territory (Planning and Land Management) Act 1988;such other matters relating to the National Capital as may be referred to it by:either House of the Parliament; orthe Minister responsible for administering the
Australian Capital Territory (Self-Government) Act 1988; andsuch matters relating to Australia's territories as may be referred to it by:either House of the Parliament; orthe Minister responsible for the administration of the Territory of Cocos (Keeling) Islands; the Territory of Christmas Island; the Coral Sea Islands Territory; the Territory of Ashmore and Cartier Islands; the Australian Antarctic Territory, and the Territory of Heard Island and McDonald Islands, and of Commonwealth responsibilities on Norfolk Island.That annual reports of government departments and authorities tabled in the House shall stand referred to the committee for any inquiry the committee may wish to make. Reports shall stand referred to the committee in accordance with a schedule tabled by the Speaker to record the areas of responsibility of each committee, provided that:any question concerning responsibility for a report or a part of a report shall be determined by the Speaker; andthe period during which an inquiry concerning an annual report may be commenced by a committee shall end on the day on which the next annual report of that Department or authority is presented to the House.That the committee consist of 12 members, the Deputy Speaker, 3 Members of the House of Representatives to be nominated by the Government Whip or Whips, 2 Members of the House of Representatives to be nominated by the Opposition Whip or Whips or by any non-aligned Member, the Deputy President and Chairman of Committees, 2 Senators to be nominated by the Leader of the Government in the Senate, 2 Senators to be nominated by the Leader of the Opposition in the Senate and 1 Senator to be nominated by any minority group or groups or independent Senator or independent Senators.That every nomination of a member of the committee be notified in writing to the President of the Senate and the Speaker of the House of Representatives.That the members of the committee hold office as a joint standing committee until the House of Representatives is dissolved or expires by effluxion of time.That the committee elect a Government member as its chair.That the committee elect a non-Government member as its deputy chair who shall act as chair of the committee at any time when the chair is not present at a meeting of the committee, and at any time when the chair and deputy chair are not present at a meeting of the committee the members present shall elect another member to act as chair at that meeting.That, in the event of an equally divided vote, the chair or the deputy chair when acting as chair, have a casting vote.That 3 members of the committee (of whom one is the Deputy President or the Deputy Speaker when matters affecting the parliamentary zone are under consideration) constitute a quorum of the committee, provided that in a deliberative meeting the quorum shall include 1 Government member of either House and 1 non-Government member of either House.That the committee have power to appoint subcommittees consisting of 3 or more of its members and to refer to any subcommittee any matter which the committee is empowered to examine.That the committee appoint the chair of each subcommittee who shall have a casting vote only and at any time when the chair of a subcommittee is not present at a meeting of the subcommittee the members of the subcommittee present shall elect another member of that subcommittee to act as chair at that meeting.That 2 members of a subcommittee constitute the quorum of that subcommittee, provided that in a deliberative meeting the quorum shall include 1 Government member of either House and 1 non-Government member of either House.That members of the committee who are not members of a subcommittee may participate in the proceedings of that subcommittee but shall not vote, move any motion or be counted for the purpose of a quorum.That the committee or any subcommittee have power to call for witnesses to attend and for documents to be produced.That the committee or any subcommittee may conduct proceedings at any place it sees fit.That a subcommittee have power to adjourn from time to time and to sit during any adjournment of the Senate and the House of Representatives.That the committee may report from time to time.That the committee or any subcommittee have power to consider and make use of the evidence and records of the Joint Standing Committees on the National Capital and External Territories, the Joint Committees on the Australian Capital Territory, the Joint Standing Committees on the New Parliament House, the Joint Standing Committee on the Parliamentary Zone and the Joint Committee on the National Capital appointed during previous Parliaments and of the House of Representatives and Senate Standing Committees on Transport, Communications and Infrastructure when sitting as a joint committee on matters relating to the Australian Capital Territory.That the provisions of this resolution, so far as they are inconsistent with the standing orders, have effect notwithstanding anything contained in the standing orders.That a message be sent to the Senate acquainting it of this resolution and requesting that it concur and take action accordingly."
NA,"Mr Albanese
to move:That a Joint Standing Committee on Treaties be appointed to inquire into and report on:matters arising from treaties and related National Interest Analyses and proposed treaty actions and related Explanatory Statements presented or deemed to be presented to the Parliament;any question relating to a treaty or other international instrument, whether or not negotiated to completion, referred to the committee by:either House of the Parliament, ora Minister; andsuch other matters as may be referred to the committee by the Minister for Foreign Affairs and on such conditions as the Minister may prescribe.That the committee consist of 16 members, 6 Members of the House of Representatives to be nominated by the Government Whip or Whips, 3 Members of the House of Representatives to be nominated by the Opposition Whip or Whips or by any non-aligned Member, 3 Senators to be nominated by the Leader of the Government in the Senate, 3 Senators to be nominated by the Leader of the Opposition in the Senate and 1 Senator to be nominated by any minority group or groups or independent Senator or independent Senators.That every nomination of a member of the committee be notified in writing to the President of the Senate and the Speaker of the House of Representatives.That the members of the committee hold office as a joint standing committee until the House of Representatives is dissolved or expires by effluxion of time.That the committee elect a Government member as its chair.That the committee elect a non-Government member as its deputy chair to act as chair of the committee at any time when the chair is not present at a meeting of the committee and at any time when the chair and deputy chair are not present at a meeting of the committee the members present shall elect another member to act as chair at that meeting.That in the event of an equally divided vote, the chair, or the deputy chair when acting as chair, have a casting vote.That 3 members of the committee constitute a quorum of the committee, provided that in a deliberative meeting the quorum shall include 1 Government member of either House and 1 non-Government member of either House.That the committee have power to appoint not more than 3 subcommittees each consisting of 3 or more of its members, and to refer to any subcommittee any matter which the committee is empowered to examine.That, in addition to the members appointed pursuant to paragraph (9), the chair and deputy chair of the committee be ex officio members of each subcommittee appointed.That the committee appoint the chair of each subcommittee who shall have a casting vote only, and at any time when the chair of a subcommittee is not present at a meeting of the subcommittee the members of the subcommittee present shall elect another member of that subcommittee to act as chair at that meeting.That 2 members of a subcommittee constitute the quorum of that subcommittee, provided that in a deliberative meeting the quorum shall include 1 Government member of either House and 1 non-Government member of either House.That members of the committee who are not members of a subcommittee may participate in the proceedings of that subcommittee but shall not vote, move any motion or be counted for the purpose of a quorum.That the committee or any subcommittee have power to call for witnesses to attend and for documents to be produced.That the committee or any subcommittee may conduct proceedings at any place it sees fit.That a subcommittee have power to adjourn from time to time and to sit during any adjournment of the Senate and the House of Representatives.That the committee may report from time to time.That the committee or any subcommittee have power to consider and make use of the evidence and records of the Joint Standing Committees on Treaties appointed during previous Parliaments.That the provisions of this resolution, so far as they are inconsistent with the standing orders, have effect notwithstanding anything contained in the standing orders.That a message be sent to the Senate acquainting it of this resolution and requesting that it concur and take action accordingly."
